"NCT","title_old","key","title","notes","decision","n_include","n_exclude","n_maybe","n_decisions","to_screen","final_decision","final_decision_conflict"
"NCT01987921","Assessment of Worldwide AKI in Pediatrics; Renal Angina and Epidemiology; Observational Study of Pediatric Acute Kidney Injury; Risk Factors and Outcomes","rayyan-325728629","Assessment of Worldwide AKI in Pediatrics; Renal Angina and Epidemiology; Observational Study of Pediatric Acute Kidney Injury; Risk Factors and Outcomes","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Excluded""} | RAYYAN-LABELS: prognosis,validation,development,multiple designs | RAYYAN-EXCLUSION-REASONS: wrong study design | USER-NOTES: {""dn.borg""=>[""This one seems quite similar to System Id: 325728409""], ""Rex""=>[""DECISION:INCLUDE""]}","""Rex""=>""Included"", ""dn.borg""=>""Excluded"", ""dn.borg""=>[""This one seems quite similar to System Id: 325728409""], ""Rex""=>[""DECISION:INCLUDE""]",1,1,0,2,0,"Include","Include"
"NCT01988285","Risk Factors and Biomarkers for Diagnosis and Treatment of EoE; Risk Factors and Biomarkers for Diagnosis and Treatment of EoE","rayyan-325728630","Risk Factors and Biomarkers for Diagnosis and Treatment of EoE; Risk Factors and Biomarkers for Diagnosis and Treatment of EoE","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: diagnosis,Diagnostic,Validation,development","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT02009683","Multimodality Prediction of Success of Atrial Fibrillation Rhythm Control Strategy; Multimodality Prediction of Success of Atrial Fibrillation Rhythm Control Strategy","rayyan-325728631","Multimodality Prediction of Success of Atrial Fibrillation Rhythm Control Strategy; Multimodality Prediction of Success of Atrial Fibrillation Rhythm Control Strategy","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included""} | RAYYAN-LABELS: prognosis,development","""Nicole""=>""Included"", ""Rex""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT02022878","Development of Computed Tomography Angiography Prediction Score for Percutaneous Revascularization of Chronic Total Occlusions: Multicenter CT-RECTOR Registry; Computed Tomography Angiography Prediction Score for Percutaneous Revascularization of Chronic Total Occlusions","rayyan-325728634","Development of Computed Tomography Angiography Prediction Score for Percutaneous Revascularization of Chronic Total Occlusions: Multicenter CT-RECTOR Registry; Computed Tomography Angiography Prediction Score for Percutaneous Revascularization of Chronic Total Occlusions","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: prognosis,Development,development | USER-NOTES: {""Nicole""=>[""wrong outcome""], ""Rex""=>[""DECISION:INCLUDE""]}","""Nicole""=>""Excluded"", ""dn.borg""=>""Included"", ""Nicole""=>[""wrong outcome""], ""Rex""=>[""DECISION:INCLUDE""]",1,1,0,2,0,"Include","Include"
"NCT02050464","Virtual Physiological Human (VPH) Dementia Research Enabled by IT - Prospective Cohort Kuopio; Computational Tools for Early Diagnosis of Memory Disorders","rayyan-325728635","Virtual Physiological Human (VPH) Dementia Research Enabled by IT - Prospective Cohort Kuopio; Computational Tools for Early Diagnosis of Memory Disorders","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: diagnosis,Diagnostic,Validation,Development,development","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT02070536","Predictive Values of Plasma Soluble RAGE Levels and RAGE Polymorphisms for the Onset of Acute Respiratory Distress Syndrome in Critically Ill Patients; Predictive Values of Plasma Soluble RAGE Levels and RAGE Polymorphisms for the Onset of Acute Respiratory Distress Syndrome in Critically Ill Patients","rayyan-325728636","Predictive Values of Plasma Soluble RAGE Levels and RAGE Polymorphisms for the Onset of Acute Respiratory Distress Syndrome in Critically Ill Patients; Predictive Values of Plasma Soluble RAGE Levels and RAGE Polymorphisms for the Onset of Acute Respiratory Distress Syndrome in Critically Ill Patients","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,diagnosis,Development,development | USER-NOTES: {""Nicole""=>[""yes because one of the objectives is to assess if adding the new biomarker improves discrimination in the currently available risk score for ARDS""]}","""Nicole""=>""Included"", ""dn.borg""=>""Included"", ""Nicole""=>[""yes because one of the objectives is to assess if adding the new biomarker improves discrimination in the currently available risk score for ARDS""]",2,0,0,2,0,"Include","Include"
"NCT02103010","; Predictive Modelling for Patient Stratification According to Treatment-related Toxicity and Survival After Chemoradiation for Head and Neck Cancer","rayyan-325728637","; Predictive Modelling for Patient Stratification According to Treatment-related Toxicity and Survival After Chemoradiation for Head and Neck Cancer","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,prognosis,Development,development","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT02172365","Retrospective Analysis of Treatment Outcomes of Allogeneic Stem Cell Transplantation for Chronic Myeloid Leukemia After TKI Failure; Allogeneic SCT for CML; TKI Failure After TKI Failure","rayyan-325728640","Retrospective Analysis of Treatment Outcomes of Allogeneic Stem Cell Transplantation for Chronic Myeloid Leukemia After TKI Failure; Allogeneic SCT for CML; TKI Failure After TKI Failure","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,validation,clinical score,multivariable analysis | USER-NOTES: {""Rex""=>[""DECISION:INCLUDE""]}","""Nicole""=>""Excluded"", ""dn.borg""=>""Included"", ""Rex""=>[""DECISION:INCLUDE""]",1,1,0,2,0,"Include","Include"
"NCT02189096","Validation of Early Warning Score & Lactate in Prehospital Screening; Validation of Early Warning Score & Lactate in Prehospital Screening","rayyan-325728642","Validation of Early Warning Score & Lactate in Prehospital Screening; Validation of Early Warning Score & Lactate in Prehospital Screening","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,Diagnostic,validation,Development","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT02189486","Biomarkers and Clinical Parameters Associated With Gleason Score Upgrading; Prostate Cancer Upgrading Reference Set","rayyan-325728643","Biomarkers and Clinical Parameters Associated With Gleason Score Upgrading; Prostate Cancer Upgrading Reference Set","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,diagnosis,Development,development","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT02248363","Nationwide Evaluation of Multimodal Rehabilitation in Patients With Chronic Musculoskeletal Pain: Treatment Effectiveness and Prediction; Nationwide Evaluation of Multimodal Rehabilitation in Patients With Chronic Musculoskeletal Pain","rayyan-325728647","Nationwide Evaluation of Multimodal Rehabilitation in Patients With Chronic Musculoskeletal Pain: Treatment Effectiveness and Prediction; Nationwide Evaluation of Multimodal Rehabilitation in Patients With Chronic Musculoskeletal Pain","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,Development,development","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT02304341","Development of a Modified Pediatric Early Warning Score: a French Prospective Multicentre Regional Study.; Development of a Modified Pediatric Early Warning Score: a French Prospective Multicentre Regional Study","rayyan-325728652","Development of a Modified Pediatric Early Warning Score: a French Prospective Multicentre Regional Study.; Development of a Modified Pediatric Early Warning Score: a French Prospective Multicentre Regional Study","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included"", ""dn.borg""=>""Maybe""} | RAYYAN-LABELS: Prognosis,prognosis,validation,Development,development,clinical score","""Nicole""=>""Included"", ""Rex""=>""Included"", ""dn.borg""=>""Maybe""",2,0,1,2,0,"Include","Include"
"NCT02329795","Image-derived Prediction of Response to Chemo-radiation in Patients With Glioblastoma; Image-derived Prediction of Response to Chemo-radiation in Glioblastoma","rayyan-325728653","Image-derived Prediction of Response to Chemo-radiation in Patients With Glioblastoma; Image-derived Prediction of Response to Chemo-radiation in Glioblastoma","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: prognosis,Diagnostic,Development,development","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT02332070","Timing of Coronary Angiography and Multivariate Risk for Cardiac Surgery Associated Acute Kidney Injury and Major Adverse Renal and Cardiac Events (MARCE); Timing of Coronary Angiography; Cardiac Surgery; and Adverse Renal and Cardiac Events (MARCE)","rayyan-325728654","Timing of Coronary Angiography and Multivariate Risk for Cardiac Surgery Associated Acute Kidney Injury and Major Adverse Renal and Cardiac Events (MARCE); Timing of Coronary Angiography; Cardiac Surgery; and Adverse Renal and Cardiac Events (MARCE)","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,Diagnostic,Development,development","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT02386813","International Extranodal NK/T-cell Lymphoma Project: Prognostic Factors in the Era of Nonanthracycline-based Treatment; International Extranodal NK/T-cell Lymphoma Project","rayyan-325728655","International Extranodal NK/T-cell Lymphoma Project: Prognostic Factors in the Era of Nonanthracycline-based Treatment; International Extranodal NK/T-cell Lymphoma Project","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,prognosis,Development,development | USER-NOTES: {""dn.borg""=>[""Limited info.""]}","""Nicole""=>""Included"", ""dn.borg""=>""Included"", ""dn.borg""=>[""Limited info.""]",2,0,0,2,0,"Include","Include"
"NCT02481089","; Polymorphisms in Key Genes of Glycolytic Pathway: Influence on Radiosensitivity in Nasopharyngeal Carcinoma","rayyan-325728660","; Polymorphisms in Key Genes of Glycolytic Pathway: Influence on Radiosensitivity in Nasopharyngeal Carcinoma","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,prognosis,validation,Development,development | USER-NOTES: {""dn.borg""=>[""No mention of what validation will entail.""]}","""Nicole""=>""Included"", ""dn.borg""=>""Included"", ""dn.borg""=>[""No mention of what validation will entail.""]",2,0,0,2,0,"Include","Include"
"NCT02488161","Risk Factors of Adverse Outcomes at Short and Medium Term; and Development of Predictive Models; in Patients With Colorectal Cancer. IRYSS-coordinated Multicenter Study; Factors Related to Adverse Events in Colorectal Cancer","rayyan-325728662","Risk Factors of Adverse Outcomes at Short and Medium Term; and Development of Predictive Models; in Patients With Colorectal Cancer. IRYSS-coordinated Multicenter Study; Factors Related to Adverse Events in Colorectal Cancer","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: prognosis,Diagnostic,Development,development","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT02556216","Systematic Study of Parameters of Chronic Kidney Disease Mineral and Bone Disorder (CKD-MBD); Systematic Study of Parameters of Chronic Kidney Disease Mineral and Bone Disorder (CKD-MBD)","rayyan-325728663","Systematic Study of Parameters of Chronic Kidney Disease Mineral and Bone Disorder (CKD-MBD); Systematic Study of Parameters of Chronic Kidney Disease Mineral and Bone Disorder (CKD-MBD)","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: diagnosis,Diagnostic,Development,development","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT02569268","Early Vascular Disease Detection System for High Risk Patients in Beijing; Beijing Vascular Disease Patients Evaluation STudy","rayyan-325728664","Early Vascular Disease Detection System for High Risk Patients in Beijing; Beijing Vascular Disease Patients Evaluation STudy","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,diagnosis,Validation,Development,development","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT02578355","National Plaque Registry and Database; National Plaque Registry and Database","rayyan-325728665","National Plaque Registry and Database; National Plaque Registry and Database","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,diagnosis,Development,development,multiple designs","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT02580435","Deciphering the Role of the Gut Microbiota in Multiple Sclerosis; Deciphering the Role of the Gut Microbiota in Multiple Sclerosis","rayyan-325728666","Deciphering the Role of the Gut Microbiota in Multiple Sclerosis; Deciphering the Role of the Gut Microbiota in Multiple Sclerosis","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: diagnosis,prognosis,Diagnostic,validation,Development,development","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT02592135","High Sensitivity cTnT Rules Out Cardiac Insufficiency Trial (TACIT); High Sensitivity cTnT Rules Out Cardiac Insufficiency Trial (TACIT)","rayyan-325728667","High Sensitivity cTnT Rules Out Cardiac Insufficiency Trial (TACIT); High Sensitivity cTnT Rules Out Cardiac Insufficiency Trial (TACIT)","RAYYAN-INCLUSION: {""Nicole""=>""Maybe"", ""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,validation,Development","""Nicole""=>""Maybe"", ""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,1,2,0,"Include","Include"
"NCT02618538","Predictive Value of Combined Criteria to Tailor Breast Cancer Screening and New Opportunities From Circulating Markers. The Andromeda Study.; The Andromeda Study.Predictive Value of Combined Criteria to Tailor Breast Cancer Screening.","rayyan-325728669","Predictive Value of Combined Criteria to Tailor Breast Cancer Screening and New Opportunities From Circulating Markers. The Andromeda Study.; The Andromeda Study.Predictive Value of Combined Criteria to Tailor Breast Cancer Screening.","RAYYAN-INCLUSION: {""Rex""=>""Excluded"", ""a.barnett""=>""Included""} | RAYYAN-LABELS: diagnostic,development,multiple designs | USER-NOTES: {""Rex""=>[""DECISION:INCLUDE""]}","""Rex""=>""Excluded"", ""a.barnett""=>""Included"", ""Rex""=>[""DECISION:INCLUDE""]",1,1,0,2,0,"Include","Include"
"NCT02646943","Longitudinal Study of Patients With Chronic Chagas Cardiomyopathy in Brazil (SaMi_Trop Project); Longitudinal Study of Patients With Chronic Chagas Cardiomyopathy in Brazil (SaMi_Trop Project)","rayyan-325728670","Longitudinal Study of Patients With Chronic Chagas Cardiomyopathy in Brazil (SaMi_Trop Project); Longitudinal Study of Patients With Chronic Chagas Cardiomyopathy in Brazil (SaMi_Trop Project)","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included""} | RAYYAN-LABELS: prognosis,validation,development","""Nicole""=>""Included"", ""Rex""=>""Included""",2,0,0,2,0,"Include","Include"
