"key","title_old","key","title","notes","decision","n_include","n_exclude","n_maybe","n_decisions","to_screen","final_decision","final_decision_conflict"
"NCT01377402","ARgentinean Risk Assessment Registry in Acute Coronary Syndrome; the ARRA-RACS Study.; ARgentinean Risk Assessment Registry in ACS; the ARRA-RACS Study","rayyan-325728602","ARgentinean Risk Assessment Registry in Acute Coronary Syndrome; the ARRA-RACS Study.; ARgentinean Risk Assessment Registry in ACS; the ARRA-RACS Study","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,Development | USER-NOTES: {""Rex""=>[""DECISION:EXCLUDE""]}","""Nicole""=>""Excluded"", ""dn.borg""=>""Included"", ""Rex""=>[""DECISION:EXCLUDE""]",1,1,0,2,0,"Exclude","Exclude"
"NCT01384721","Computed Tomography Coronary Angiography Prognostic Registry for Coronary Artery Disease - CTCA-PRORECAD; Computed Tomography Coronary Angiography (CTCA) Prognostic Registry for Coronary Artery Disease","rayyan-325728603","Computed Tomography Coronary Angiography Prognostic Registry for Coronary Artery Disease - CTCA-PRORECAD; Computed Tomography Coronary Angiography (CTCA) Prognostic Registry for Coronary Artery Disease","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,Development | USER-NOTES: {""Rex""=>[""DECISION:EXCLUDE""]}","""Nicole""=>""Excluded"", ""dn.borg""=>""Included"", ""Rex""=>[""DECISION:EXCLUDE""]",1,1,0,2,0,"Exclude","Exclude"
"NCT01398631","A Prospective Comparison of the TIMI; GRACE and HEART Scores for Predicting Cardiovascular Events in Chest Pain Patients in the Emergency Room; A Comparison of the TIMI; GRACE and HEART Scores","rayyan-325728604","A Prospective Comparison of the TIMI; GRACE and HEART Scores for Predicting Cardiovascular Events in Chest Pain Patients in the Emergency Room; A Comparison of the TIMI; GRACE and HEART Scores","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Excluded""} | RAYYAN-LABELS: prognosis,validation,clinical score | RAYYAN-EXCLUSION-REASONS: wrong study design | USER-NOTES: {""Rex""=>[""DECISION:INCLUDE""]}","""Nicole""=>""Included"", ""dn.borg""=>""Excluded"", ""Rex""=>[""DECISION:INCLUDE""]",1,1,0,2,0,"Include","Include"
"NCT01416532","Prognostic Value of Coronary CT Angiography in Relation to Evaluation of Subclinical Coronary Atherosclerosis for Risk Stratification in Asymptomatic Individuals From ESCORT Study; Evaluation of Subclinical COronary Atherosclerosis for Risk Stratification Using Coronary Computed Tomography (CT) Angiography","rayyan-325728605","Prognostic Value of Coronary CT Angiography in Relation to Evaluation of Subclinical Coronary Atherosclerosis for Risk Stratification in Asymptomatic Individuals From ESCORT Study; Evaluation of Subclinical COronary Atherosclerosis for Risk Stratification Using Coronary Computed Tomography (CT) Angiography","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,Development | USER-NOTES: {""Rex""=>[""DECISION:EXCLUDE""]}","""Nicole""=>""Excluded"", ""dn.borg""=>""Included"", ""Rex""=>[""DECISION:EXCLUDE""]",1,1,0,2,0,"Exclude","Exclude"
"NCT01422044","Risk Prediction in Aortic Stenosis by Cardiac Autonomic Function; Risk Prediction in Aortic Stenosis","rayyan-325728606","Risk Prediction in Aortic Stenosis by Cardiac Autonomic Function; Risk Prediction in Aortic Stenosis","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,Development | USER-NOTES: {""Rex""=>[""DECISION:EXCLUDE""]}","""Nicole""=>""Excluded"", ""dn.borg""=>""Included"", ""Rex""=>[""DECISION:EXCLUDE""]",1,1,0,2,0,"Exclude","Exclude"
"NCT01422057","Risk Prediction in Type II Diabetics With Ischemic Heart Disease by Cardiac Autonomic Function; Risk Prediction in Type II Diabetics With Ischemic Heart Disease","rayyan-325728607","Risk Prediction in Type II Diabetics With Ischemic Heart Disease by Cardiac Autonomic Function; Risk Prediction in Type II Diabetics With Ischemic Heart Disease","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,Development | USER-NOTES: {""Rex""=>[""DECISION:EXCLUDE""]}","""Nicole""=>""Excluded"", ""dn.borg""=>""Included"", ""Rex""=>[""DECISION:EXCLUDE""]",1,1,0,2,0,"Exclude","Exclude"
"NCT01428765","GLORIA-AF: Global Registry on Long-Term Oral Anti-thrombotic TReatment In PAtients With Atrial Fibrillation (Phase I); GLORIA-AF Registry Program (Phase I)","rayyan-325728608","GLORIA-AF: Global Registry on Long-Term Oral Anti-thrombotic TReatment In PAtients With Atrial Fibrillation (Phase I); GLORIA-AF Registry Program (Phase I)","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""dn.borg""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong study design","""Nicole""=>""Excluded"", ""dn.borg""=>""Excluded""",0,2,0,2,0,"Exclude","Exclude"
"NCT01435421","Breath Test for Patients With Acute Liver Disease for Early Detection of the Need for Transplant or Recovery; Breath Test for Patients With Acute Liver Disease for Early Detection of the Need for Transplant or Recovery","rayyan-325728609","Breath Test for Patients With Acute Liver Disease for Early Detection of the Need for Transplant or Recovery; Breath Test for Patients With Acute Liver Disease for Early Detection of the Need for Transplant or Recovery","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,prognosis,Development,development","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT01452802","Risk Assessment and Comparative Effectiveness of Left Ventricular Assist Device and Medical Management in Ambulatory Heart Failure Patients; Risk Assessment and Comparative Effectiveness of Left Ventricular Assist Device (LVAD) and Medical Management","rayyan-325728610","Risk Assessment and Comparative Effectiveness of Left Ventricular Assist Device and Medical Management in Ambulatory Heart Failure Patients; Risk Assessment and Comparative Effectiveness of Left Ventricular Assist Device (LVAD) and Medical Management","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,validation,Development,clinical score,multiple designs","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT01540578","OBSERVATIONAL: Replication Profiling as a Diagnostic Tool in B-cell Acute Lymphoblastic Leukemia (ALL); Studying Biomarkers as a Diagnostic Tool in Samples From Younger Patients With B-Cell Acute Lymphoblastic Leukemia","rayyan-325728611","OBSERVATIONAL: Replication Profiling as a Diagnostic Tool in B-cell Acute Lymphoblastic Leukemia (ALL); Studying Biomarkers as a Diagnostic Tool in Samples From Younger Patients With B-Cell Acute Lymphoblastic Leukemia","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""Rex""=>""Excluded"", ""dn.borg""=>""Maybe""} | RAYYAN-LABELS: Prognosis,Development | USER-NOTES: {""dn.borg""=>[""Limited info.""]}","""Nicole""=>""Excluded"", ""Rex""=>""Excluded"", ""dn.borg""=>""Maybe"", ""dn.borg""=>[""Limited info.""]",0,2,1,2,0,"Exclude","Exclude"
"NCT01550016","Clinical Evaluation of Dengue and Identification of Risk Factors for Severe Disease (WP1); International Research Consortium on Dengue Risk Assessment; Management; and Surveillance","rayyan-325728612","Clinical Evaluation of Dengue and Identification of Risk Factors for Severe Disease (WP1); International Research Consortium on Dengue Risk Assessment; Management; and Surveillance","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,Diagnostic,Development | USER-NOTES: {""Rex""=>[""DECISION:EXCLUDE""]}","""Nicole""=>""Excluded"", ""dn.borg""=>""Included"", ""Rex""=>[""DECISION:EXCLUDE""]",1,1,0,2,0,"Exclude","Exclude"
"NCT01582763","International GBS Outcome Study (IGOS): A Prospective INC Study on Clinical and Biological Predictors of Disease Course and Outcome in Guillain-BarrÃ© Syndrome (GBS).; International Guillain-BarrÃ© Syndrome Outcome Study","rayyan-325728613","International GBS Outcome Study (IGOS): A Prospective INC Study on Clinical and Biological Predictors of Disease Course and Outcome in Guillain-BarrÃƒÂ© Syndrome (GBS).; International Guillain-BarrÃƒÂ© Syndrome Outcome Study","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Excluded"", ""dn.borg""=>""Maybe""} | RAYYAN-LABELS: prognosis,development | RAYYAN-EXCLUSION-REASONS: wrong study design | USER-NOTES: {""Rex""=>[""DECISION:INCLUDE""]}","""Nicole""=>""Included"", ""Rex""=>""Excluded"", ""dn.borg""=>""Maybe"", ""Rex""=>[""DECISION:INCLUDE""]",1,1,1,2,0,"Include","Include"
"NCT01598246","Prospective Observational Study on Factors Influencing Re-Intubation Following a Planned Extubation (RIPE) in a Pediatric Intensive Care Unit: Identifying Targets for a Quality Improvement Initiative; Study to Evaluate Causes of Failure to Extubate","rayyan-325728614","Prospective Observational Study on Factors Influencing Re-Intubation Following a Planned Extubation (RIPE) in a Pediatric Intensive Care Unit: Identifying Targets for a Quality Improvement Initiative; Study to Evaluate Causes of Failure to Extubate","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""dn.borg""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong study design | USER-NOTES: {""Nicole""=>[""wrong outcome""]}","""Nicole""=>""Excluded"", ""dn.borg""=>""Excluded"", ""Nicole""=>[""wrong outcome""]",0,2,0,2,0,"Exclude","Exclude"
"NCT01641562","Diagnosis and Prediction of Subclinical Cardiac Dysfunction Induced by Therapy With Taxanes in Patients With Breast Cancer; Diagnosis and Prediction of Taxanes Induced Cardiac Dysfunction","rayyan-325728615","Diagnosis and Prediction of Subclinical Cardiac Dysfunction Induced by Therapy With Taxanes in Patients With Breast Cancer; Diagnosis and Prediction of Taxanes Induced Cardiac Dysfunction","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: diagnosis,Diagnostic,Development,development,multiple designs","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT01644786","Storage of Head and Neck Tumor Samples in a Biobank for Future Genomic-based Research Aiming at Improved Outcome Prediction: "" The Head and Neck Tumor Biobank"".; The Head and Neck Tumor Biobank","rayyan-325728616","Storage of Head and Neck Tumor Samples in a Biobank for Future Genomic-based Research Aiming at Improved Outcome Prediction:  The Head and Neck Tumor Biobank.; The Head and Neck Tumor Biobank","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,prognosis,validation,Development,development","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT01709448","Predictive Modeling of Anal Dysplasia Progression in HIV; Modeling Study to Predict Progression of Anal Cancer Pre-cursor Lesions in HIV","rayyan-325728617","Predictive Modeling of Anal Dysplasia Progression in HIV; Modeling Study to Predict Progression of Anal Cancer Pre-cursor Lesions in HIV","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,prognosis,Development,development","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT01799421","Predictive Models of Risk Assessment of Febrile Neutropenia and Grade 3-4 Neutropenia in Patients With Non-hematological Cancer Treated With Conventional Chemotherapy.; Risk Assessment of Febrile Neutropenia and Grade 3-4 Neutropenia in Patients With Non-hematological Cancer Treated With Conventional Chemotherapy","rayyan-325728618","Predictive Models of Risk Assessment of Febrile Neutropenia and Grade 3-4 Neutropenia in Patients With Non-hematological Cancer Treated With Conventional Chemotherapy.; Risk Assessment of Febrile Neutropenia and Grade 3-4 Neutropenia in Patients With Non-hematological Cancer Treated With Conventional Chemotherapy","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,prognosis,Development,development | USER-NOTES: {""dn.borg""=>[""Is there sufficient information on this one?""]}","""Rex""=>""Included"", ""dn.borg""=>""Included"", ""dn.borg""=>[""Is there sufficient information on this one?""]",2,0,0,2,0,"Include","Include"
"NCT01802398","Improving Syncope Risk Stratification in Older Adults; Improving Syncope Risk Stratification in Older Adults","rayyan-325728619","Improving Syncope Risk Stratification in Older Adults; Improving Syncope Risk Stratification in Older Adults","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,prognosis,Development,development","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT01838148","BASEL VIII Trial - Biochemical and Electrocardiographic Signatures in the Detection of Exercise-induced Myocardial Ischemia; Biochemical and Electrocardiographic Signatures in the Detection of Exercise-induced Myocardial Ischemia","rayyan-325728620","BASEL VIII Trial - Biochemical and Electrocardiographic Signatures in the Detection of Exercise-induced Myocardial Ischemia; Biochemical and Electrocardiographic Signatures in the Detection of Exercise-induced Myocardial Ischemia","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,diagnosis,prognosis,Diagnostic,Development,development,multiple designs | USER-NOTES: {""dn.borg""=>[""I think this one is both diagnostic and prognostic""]}","""Rex""=>""Included"", ""dn.borg""=>""Included"", ""dn.borg""=>[""I think this one is both diagnostic and prognostic""]",2,0,0,2,0,"Include","Include"
"NCT01840306","Exosomal and Free Extracellular RNAs and Proteins as Predictive Biomarkers for HER2 Therapies in Breast Cancer; Exosomal and Free Extracellular RNAs and Proteins as Predictive Biomarkers for HER2 Therapies in Breast Cancer","rayyan-325728621","Exosomal and Free Extracellular RNAs and Proteins as Predictive Biomarkers for HER2 Therapies in Breast Cancer; Exosomal and Free Extracellular RNAs and Proteins as Predictive Biomarkers for HER2 Therapies in Breast Cancer","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: prognosis,Diagnostic,Development,development","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT01889030","Cardiovascular Risk Stratification of Ambulatory Patients in Primary Prevention. RISK Study; Cardiovascular Risk Stratification of Ambulatory Patients in Primary Prevention","rayyan-325728622","Cardiovascular Risk Stratification of Ambulatory Patients in Primary Prevention. RISK Study; Cardiovascular Risk Stratification of Ambulatory Patients in Primary Prevention","RAYYAN-INCLUSION: {""Rex""=>""Excluded"", ""dn.borg""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong study design","""Rex""=>""Excluded"", ""dn.borg""=>""Excluded""",0,2,0,2,0,"Exclude","Exclude"
"NCT01902407","Dynamic Computational Modeling of Obstructive Sleep Apnea in Down Syndrome; Computer Models of Airways in Children and Young Adults With Sleep Apnea and Down Syndrome","rayyan-325728623","Dynamic Computational Modeling of Obstructive Sleep Apnea in Down Syndrome; Computer Models of Airways in Children and Young Adults With Sleep Apnea and Down Syndrome","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: prognosis,Diagnostic,Development,development","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT01915615","HCMR - Novel Markers of Prognosis in Hypertrophic Cardiomyopathy; HCMR - Novel Markers of Prognosis in Hypertrophic Cardiomyopathy","rayyan-325728624","HCMR - Novel Markers of Prognosis in Hypertrophic Cardiomyopathy; HCMR - Novel Markers of Prognosis in Hypertrophic Cardiomyopathy","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included"", ""dn.borg""=>""Maybe""} | RAYYAN-LABELS: prognosis,Diagnostic,Development,development | USER-NOTES: {""dn.borg""=>[""Some of the language in here is confusing.""]}","""Nicole""=>""Included"", ""Rex""=>""Included"", ""dn.borg""=>""Maybe"", ""dn.borg""=>[""Some of the language in here is confusing.""]",2,0,1,2,0,"Include","Include"
"NCT01935232","Validation of Bindex Bone Ultrasonometer for Osteoporosis Diagnostics; Bindex Ultrasonometer for Osteoporosis Diagnostics","rayyan-325728625","Validation of Bindex Bone Ultrasonometer for Osteoporosis Diagnostics; Bindex Ultrasonometer for Osteoporosis Diagnostics","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: diagnosis,Diagnostic,validation,Development","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT01954303","Elevated High-sensitivity Cardiac Troponin T Levels in Patients With Stable Coronary Artery Disease; HsTnT in Stable Coronary Artery Disease","rayyan-325728626","Elevated High-sensitivity Cardiac Troponin T Levels in Patients With Stable Coronary Artery Disease; HsTnT in Stable Coronary Artery Disease","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""Rex""=>""Maybe"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,Validation | USER-NOTES: {""Rex""=>[""DECISION:EXCLUDE""]}","""Nicole""=>""Excluded"", ""Rex""=>""Maybe"", ""dn.borg""=>""Included"", ""Rex""=>[""DECISION:EXCLUDE""]",1,1,1,2,0,"Exclude","Exclude"
