,NCT,PMID,title,prob_adj,match,protocol,biomarker,mutivariable,other
902,NCT02581540,29480016,A direct comparison of decision rules for early discharge of suspected acute coronary syndromes in the era of high sensitivity troponin.,0.986448534,,,,,
903,NCT02581540,31216908,Aiming toWards Evidence baSed inTerpretation of Cardiac biOmarkers in patients pResenting with chest pain-the WESTCOR study: study design.,0.141338819,,,,,
904,NCT02581540,31767674,Comparison of four decision aids for the early diagnosis of acute coronary syndromes in the emergency department.,0.064641939,,,,,
905,NCT02581540,28033243,Prognostic values of 4 risk scores in Chinese patients with chest pain: Prospective 2-centre cohort study.,0.057503715,,,,,
906,NCT02581540,30354460,High-Sensitivity Cardiac Troponin I and Clinical Risk Scores in Patients With Suspected Acute Coronary Syndrome.,0.054358263,,,,,
907,NCT02580435,32787896,The effect of a telerehabilitation virtual reality intervention on functional upper limb activities in people with multiple sclerosis: a study protocol for the TEAMS pilot randomized controlled trial.,0.066524124,,,,,
908,NCT02578355,32729135,Coronary artery calcium scoring in cardiovascular risk assessment of people with family histories of early onset coronary artery disease.,0.514297199,,,,,
909,NCT02578355,26555948,Coronary Calcium Score May Replace Cardiovascular Risk Factors as Primary Risk Stratification Tool Before Kidney Transplantation.,0.098400683,,,,,
910,NCT02578355,33883086,Impact of clinical and subclinical coronary artery disease as assessed by coronary artery calcium in COVID-19.,0.078189447,,,,,
911,NCT02546895,27048670,Randomized Trial of Vitamin C/E Complex for Prevention of Radiation-Induced Xerostomia in Patients with Head and Neck Cancer.,0.078905992,,,,,
912,NCT02506907,26724658,Crossed cerebellar diaschisis after stroke identified noninvasively with cerebral blood flow-weighted arterial spin labeling MRI.,0.93621412,,,,,
913,NCT02481089,34111416,"Metronomic capecitabine as adjuvant therapy in locoregionally advanced nasopharyngeal carcinoma: a multicentre, open-label, parallel-group, randomised, controlled, phase 3 trial.",0.174671768,,,,,
914,NCT02476695,35829866,Non-invasive evaluation of NAFLD and the contribution of genes: an MRI-PDFF-based cross-sectional study.,0.941845863,,,,,
915,NCT02476695,29903024,A cross-sectional assessment of health-related quality of life in Chinese patients with chronic hepatitis c virus infection with EQ-5D.,0.984313891,,,,,
916,NCT02476695,32700794,Multicenter prospective study to validate a new transient elastography device for staging liver fibrosis in patients with chronic hepatitis B.,0.977144887,,,,,
917,NCT02476695,32707225,aMAP risk score predicts hepatocellular carcinoma development in patients with chronic hepatitis.,0.950497335,,,,,
918,NCT02476695,28928275,Development of diagnostic criteria and a prognostic score for hepatitis B virus-related acute-on-chronic liver failure.,0.949025393,,,,,
919,NCT02476695,33460002,Prediction of liver-related events in patients with compensated HBV-induced cirrhosis receiving antiviral therapy.,0.948091687,,,,,
920,NCT02476695,34157146,Association of central obesity with hepatocellular carcinoma in patients with chronic hepatitis B receiving antiviral therapy.,0.933618598,,,,,
921,NCT02476695,29119705,On-treatment changes of liver stiffness at week 26 could predict 2-year clinical outcomes in HBV-related compensated cirrhosis.,0.903492403,,,,,
922,NCT02476695,30063860,Combination of entecavir with thymosin alpha-1 in HBV-related compensated cirrhosis: a prospective multicenter randomized open-label study.,0.900785969,,,,,
923,NCT02476695,28358016,Plasma Apolipoprotein A-V Predicts Long-term Survival in Chronic Hepatitis B Patients with Acute-on-Chronic Liver Failure.,0.80454731,,,,,
924,NCT02476695,32318704,Hepatitis B Surface Antigen Levels Can Be Used to Rule Out Cirrhosis in Hepatitis B e Antigen-Positive Chronic Hepatitis B: Results From the SONIC-B Study.,0.781942153,,,,,
925,NCT02476695,31517325,Step layered combination of noninvasive fibrosis models improves diagnostic accuracy of advanced fibrosis in nonalcoholic fatty liver disease.,0.718313624,,,,,
926,NCT02476695,30975477,Optimisation of the use of APRI and FIB-4 to rule out cirrhosis in patients with chronic hepatitis B: results from the SONIC-B study.,0.692204215,,,,,
927,NCT02476695,35578350,COVID-19 vaccines in patients with decompensated cirrhosis: a retrospective cohort on safety data and risk factors associated with unvaccinated status.,0.649963928,,,,,
928,NCT02476695,30290019,Declining in liver stiffness cannot indicate fibrosis regression in patients with chronic hepatitis B: A 78-week prospective study.,0.563051487,,,,,
929,NCT02476695,33446902,A prognostic score for patients with acute-on-chronic liver failure treated with plasma exchange-centered artificial liver support system.,0.5013202,,,,,
930,NCT02476695,30689258,Low hepatitis B surface antigen and HBV DNA levels predict response to the addition of pegylated interferon to entecavir in hepatitis B e antigen positive chronic hepatitis B.,0.438644687,,,,,
931,NCT02476695,27146801,"Characteristics, Diagnosis and Prognosis of Acute-on-Chronic Liver Failure in Cirrhosis Associated to Hepatitis B.",0.330921613,,,,,
932,NCT02476695,25353058,Transient elastography compared to serum markers to predict liver fibrosis in a cohort of Chinese patients with chronic hepatitis B.,0.324158302,,,,,
933,NCT02476695,33848277,Diagnostic Performance of FibroTouch Ultrasound Attenuation Parameter and Liver Stiffness Measurement in Assessing Hepatic Steatosis and Fibrosis in Patients With Nonalcoholic Fatty Liver Disease.,0.306487093,,,,,
934,NCT02476695,30905065,On-treatment changes of serum Wisteria floribunda agglutinin-positive Mac-2 binding protein are associated with the regression of liver fibrosis in chronic hepatitis B patients on interferon α add-on therapy.,0.303223054,,,,,
935,NCT02476695,27892487,Female gender lost protective effect against disease progression in elderly patients with chronic hepatitis B.,0.149343469,,,,,
936,NCT02476695,35606627,"ABC: a novel algorithm to stratify decompensation risk in patients with compensated advanced chronic liver disease (CHESS2108): an international, multicenter cohort study.",0.089403928,,,,,
937,NCT02476695,28960374,"A Large-scale, multicenter serum metabolite biomarker identification study for the early detection of hepatocellular carcinoma.",0.077833188,,,,,
938,NCT02476695,33999179,Incidences and Determinants of Functional Cure During Entecavir or Tenofovir Disoproxil Fumarate for Chronic Hepatitis B.,0.07558168,,,,,
939,NCT02466854,29366835,Performance of high-sensitivity cardiac troponin in the emergency department for myocardial infarction and a composite cardiac outcome across different estimated glomerular filtration rates.,0.250350055,,,,,
940,NCT02466854,25343586,"Use of CHADS₂ and CHA₂DS₂-VASc scores to predict subsequent myocardial infarction, stroke, and death in patients with acute coronary syndrome: data from Taiwan acute coronary syndrome full spectrum registry.",0.14645458,,,,,
941,NCT02444676,34811953,Risk stratification in heart failure decompensation in the community: HEFESTOS score.,0.057479894,,,,,
942,NCT02414113,30353064,Psychosocial Assessment of Candidates for Transplantation scale (PACT) and survival after allogeneic hematopoietic stem cell transplantation.,0.070954243,,,,,
943,NCT02414113,30664723,EBMT prospective observational study on allogeneic hematopoietic stem cell transplantation in T-prolymphocytic leukemia (T-PLL).,0.074422126,,,,,
944,NCT02414113,32265849,"Efficacy of Posaconazole Prophylaxis for Fungal Disease in Hematology Patients Treated With Chemotherapy and Transplantation: An Open-Label, Prospective, Observational Study.",0.056856157,,,,,
945,NCT02414113,34607071,Impact of Treosulfan Exposure on Early and Long-Term Clinical Outcomes in Pediatric Allogeneic Hematopoietic Stem Cell Transplantation Recipients: A Prospective Multicenter Study.,0.056408882,,,,,
946,NCT02414113,33570642,αβ T-cell graft depletion for allogeneic HSCT in adults with hematological malignancies.,0.066002993,,,,,
947,NCT02414113,31092732,Transplantation of donor grafts with defined ratio of conventional and regulatory T cells in HLA-matched recipients.,0.083321477,,,,,
948,NCT02355457,28011810,Cohort profile of BIOMArCS: the BIOMarker study to identify the Acute risk of a Coronary Syndrome-a prospective multicentre biomarker study conducted in the Netherlands.,0.155162876,,,,,
949,NCT02355457,26511125,The incremental value of stress testing in patients with acute chest pain beyond serial cardiac troponin testing.,0.052752551,,,,,
950,NCT02341937,29864787,Risk Scores for Occult Cancer in Patients with Venous Thromboembolism: A Post Hoc Analysis of the Hokusai-VTE Study.,0.092909954,,,,,
951,NCT02341937,35613465,Anticoagulant therapy for splanchnic vein thrombosis: an individual patient data meta-analysis.,0.197425597,,,,,
952,NCT02341937,28550192,Comparison of risk prediction scores for venous thromboembolism in cancer patients: a prospective cohort study.,0.089603697,,,,,
953,NCT02336828,35816504,Axial light loss of monocytes as a readily available prognostic biomarker in patients with suspected infection at the emergency department.,0.055909928,,,,,
954,NCT02332070,34766727,"Use of iso-osmolar contrast media during endovascular revascularization is associated with a lower incidence of major adverse renal, cardiac, or limb events.",0.09369358,,,,,
955,NCT02332070,34329393,Noninvasive Urine Oxygen Monitoring and the Risk of Acute Kidney Injury in Cardiac Surgery.,0.054409107,,,,,
956,NCT02304341,27714707,Performance of the PEdiatric Logistic Organ Dysfunction-2 score in critically ill children requiring plasma transfusions.,0.953847586,,,,,
957,NCT02304341,30055634,The age of blood in pediatric intensive care units (ABC PICU): study protocol for a randomized controlled trial.,0.471873133,,,,,
958,NCT02304341,32639469,International Survey on Determinants of Antibiotic Duration and Discontinuation in Pediatric Critically Ill Patients.,0.317612222,,,,,
959,NCT02304341,31246740,Anemia at Discharge From the PICU: A Bicenter Descriptive Study.,0.689876721,,,,,
960,NCT02304341,21057353,Assessment of the Pediatric Index of Mortality 2 with the Pao₂/Fio₂ ratio derived from the Spo₂/Fio₂ ratio: a prospective pilot study in a French pediatric intensive care unit.,0.150853508,,,,,
961,NCT02304341,28350560,Outcomes Related to the Use of Frozen Plasma or Pooled Solvent/Detergent-Treated Plasma in Critically Ill Children.,0.545699084,,,,,
962,NCT02278874,35085538,"Cell-free DNA screening for trisomies 21, 18, and 13 in pregnancies at low and high risk for aneuploidy with genetic confirmation.",0.983685287,,,,,
963,NCT02278874,24571752,DNA sequencing versus standard prenatal aneuploidy screening.,0.516162105,,,,,
964,NCT02265549,30955989,Possible Dose-Response Relationship in Palliative Radiotherapy for Non-bone Painful Lesions.,0.05652056,,,,,
965,NCT02265549,24894943,An individual patient data metaanalysis of outcomes and prognostic factors after treatment of oligometastatic non-small-cell lung cancer.,0.058038921,,,,,
966,NCT02265549,35965871,Role of metastasectomy in the management of renal cell carcinoma.,0.169489915,,,,,
967,NCT02265549,36057014,Factors affecting prognosis in patients treated with bevacizumab plus paclitaxel as first-line chemotherapy for HER2-negative metastatic breast cancer: an international pooled analysis of individual patient data from four prospective observational studies.,0.075497427,,,,,
968,NCT02265549,30031674,Surgery for metachronous metastasis of soft tissue sarcoma - A magnitude of benefit analysis using propensity score methods.,0.150674014,,,,,
969,NCT02265549,33237270,Safety and Survival Rates Associated With Ablative Stereotactic Radiotherapy for Patients With Oligometastatic Cancer: A Systematic Review and Meta-analysis.,0.076511124,,,,,
970,NCT02259478,31392749,Serologic assessments in acute transfusion reactions: practices and yields.,0.496816022,,,,,
971,NCT02259478,33091964,The utility of a monocyte monolayer assay in the assessment of intravenous immunoglobulin-associated hemolysis.,0.1792741,,,,,
972,NCT02189486,28115190,Racial Variation in the Utility of Urinary Biomarkers PCA3 and T2ERG in a Large Multicenter Study.,0.304076312,,,,,
973,NCT02189486,32343189,Magnetic Resonance Imaging for the Detection of High Grade Cancer in the Canary Prostate Active Surveillance Study.,0.63252631,,,,,
974,NCT02189486,34889205,"Serum markers, obesity and prostate cancer risk: results from the prostate cancer prevention trial.",0.742430233,,,,,
975,NCT02189486,35351104,Prediction of future risk of any and higher-grade prostate cancer based on the PLCO and SELECT trials.,0.836948693,,,,,
